"Time Frame","Date","Ta (°C)","Tm (°C)","I3 (W/m2)","I15 (W/m2)","P (kW)","","",""
"5","5/1/13 5:50 AM","12.75183333333333","8.593500000000001","52.45399999999999","52.73516666666668","32.78325","","",""
"6","5/1/13 6:50 AM","16.13966666666667","16.81533333333333","192.3208333333334","205.8","142.9125","","",""
"7","5/1/13 7:50 AM","21.11683333333333","31.39816666666667","397.0398333333334","424.2008333333336","312.3638166666668","","",""
"8","5/1/13 8:50 AM","25.42833333333333","44.12133333333333","589.5743333333335","625.0196666666666","444.1295666666667","","",""
"9","5/1/13 9:50 AM","28.14266666666667","52.89983333333333","747.8626666666668","788.5836666666667","579.1778333333335","","",""
"10","5/1/13 10:50 AM","29.97533333333333","54.94716666666667","850.9198333333334","886.686666666667","643.4947333333333","","",""
"11","5/1/13 11:50 AM","31.03166666666667","57.50616666666667","898.073","930.4893333333331","672.3733499999995","","",""
"12","5/1/13 12:50 PM","31.84733333333334","58.2955","886.951333333333","911.9551666666666","655.1100333333336","","",""
"13","5/1/13 1:50 PM","32.88783333333333","54.91166666666667","821.1563333333331","824.8276666666666","602.8107333333336","","",""
"14","5/1/13 2:50 PM","32.8495","52.4155","690.1855","680.6943333333331","509.6804666666667","","",""
"15","5/1/13 3:50 PM","32.6185","46.55833333333333","516.3453333333334","495.7908333333334","374.5331166666668","","",""
"16","5/1/13 4:50 PM","31.2995","36.97416666666667","316.8316666666668","287.5575","212.5695000000001","","",""
"17","5/1/13 5:50 PM","29.4235","29.23816666666667","130.2443333333333","108.8668333333333","78.68308333333339","","",""
"18","5/1/13 6:50 PM","24.42833333333333","21.32533333333333","15.71833333333334","14.80116666666667","11.08503333333334","","",""
"19","5/1/13 7:50 PM","21.13916666666667","15.81616666666667","0","0.1295","0","","",""
"20","5/1/13 8:50 PM","19.314","14.13183333333333","0","0","0","","",""
"21","5/1/13 9:40 PM","17.3896","12.4442","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/2/13 4:50 AM","12.66133333333333","7.9975","1.83037037037037","1.872222222222222","0.9405370370370372","","",""
"5","5/2/13 5:50 AM","13.70783333333333","10.30516666666667","57.99600000000002","60.33716666666666","37.85601666666666","","",""
"6","5/2/13 6:50 AM","17.5645","17.0535","220.9546666666666","233.3316666666666","165.8434333333334","","",""
"7","5/2/13 7:50 AM","21.9695","29.71833333333334","330.3293333333334","346.7026666666666","257.9886166666667","","",""
"8","5/2/13 8:50 AM","25.41666666666667","42.09683333333333","590.1923333333332","624.0425000000002","438.1664999999998","","",""
"9","5/2/13 9:50 AM","28.13666666666667","49.6755","687.9281666666668","714.7246666666667","527.3429000000001","","",""
"10","5/2/13 10:50 AM","30.731","55.44016666666668","731.5823333333332","750.8696666666667","558.1386333333332","","",""
"11","5/2/13 11:50 AM","29.88416666666667","49.40633333333333","801.0955000000001","825.2598333333335","620.6305666666664","","",""
"12","5/2/13 12:50 PM","27.68483333333333","37.58950000000001","414.4153333333333","418.0696666666666","333.0070166666665","","",""
"13","5/2/13 1:50 PM","26.3285","32.537","370.4925","384.7598333333333","302.193","","",""
"14","5/2/13 2:50 PM","25.1135","29.75433333333333","240.8278333333333","238.5843333333335","202.4513499999999","","",""
"15","5/2/13 3:50 PM","25.523","30.90933333333333","419.5391666666666","401.6971666666667","313.9314166666667","","",""
"16","5/2/13 4:50 PM","28.21166666666667","35.24033333333333","306.2713333333332","279.2086666666666","208.58175","","",""
"17","5/2/13 5:50 PM","28.063","27.78433333333334","128.816","103.8221666666667","73.89970000000001","","",""
"18","5/2/13 6:50 PM","22.87983333333333","20.437","14.76366666666667","14.156","10.54805","","",""
"19","5/2/13 7:50 PM","19.85583333333333","15.14816666666667","0","0","0","","",""
"20","5/2/13 8:50 PM","18.07366666666666","13.3375","0","0","0","","",""
"21","5/2/13 9:40 PM","16.9362","12.0322","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/3/13 4:50 AM","16.76583333333333","15.3125","0.01074074074074074","0.06222222222222223","0.01966666666666667","","",""
"5","5/3/13 5:50 AM","16.916","15.57033333333333","16.44466666666667","16.71216666666667","10.23486666666667","","",""
"6","5/3/13 6:50 AM","17.94266666666667","17.05433333333333","73.52533333333332","70.30616666666668","55.62136666666666","","",""
"7","5/3/13 7:50 AM","19.73766666666667","22.52533333333333","202.296","206.3349999999999","166.7892333333333","","",""
"8","5/3/13 8:50 AM","19.69083333333333","20.69416666666666","121.8496666666667","126.8701666666667","105.4127666666667","","",""
"9","5/3/13 9:50 AM","20.28016666666667","21.351","182.524","183.6761666666666","162.8513000000001","","",""
"10","5/3/13 10:50 AM","20.39366666666666","20.66883333333333","195.018","194.7401666666666","172.3722166666666","","",""
"11","5/3/13 11:50 AM","21.5665","25.67333333333333","374.3565000000001","364.0913333333334","310.6652000000001","","",""
"12","5/3/13 12:50 PM","22.8285","30.31633333333334","461.9803333333335","462.0464999999998","356.2519833333332","","",""
"13","5/3/13 1:50 PM","25.52433333333333","38.3625","757.9354999999998","755.4058333333334","571.3654000000001","","",""
"14","5/3/13 2:58 PM","25.0582","33.79620000000001","538.9014285714285","518.6142857142858","418.2842380952382","","",""
"15","5/3/13 3:58 PM","23.31866666666667","27.078","281.0448333333333","261.887","214.4995000000001","","",""
"16","5/3/13 4:58 PM","24.801","26.4375","305.7365","268.1061666666666","205.4639166666667","","",""
"17","5/3/13 5:58 PM","23.312","22.41583333333334","115.8541666666667","97.86799999999999","70.57331666666667","","",""
"18","5/3/13 6:58 PM","19.537","17.76266666666667","7.949333333333334","8.9375","5.822766666666669","","",""
"19","5/3/13 7:58 PM","17.88416666666667","14.84433333333333","0","0","0","","",""
"20","5/3/13 8:58 PM","17.02633333333333","13.75066666666667","0","0","0","","",""
"21","5/3/13 9:48 PM","16.1628","12.8362","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/4/13 4:58 AM","13.888","12.7885","1.264893617021277","1.53936170212766","0.3612978723404255","","",""
"5","5/4/13 5:58 AM","14.722","14.30533333333333","44.49483333333333","43.15433333333333","28.99838333333333","","",""
"6","5/4/13 6:58 AM","16.51833333333333","17.365","160.296","153.053","124.8971","","",""
"7","5/4/13 7:58 AM","19.74533333333333","27.64183333333333","409.5614999999999","426.4155","333.0567833333333","","",""
"8","5/4/13 8:58 AM","24.02983333333333","43.66433333333333","622.6346666666667","660.0046666666668","172.2625166666666","","",""
"9","5/4/13 9:58 AM","25.8185","53.61166666666667","762.2666666666664","808.5888333333343","0","","",""
"10","5/4/13 10:58 AM","26.49566666666667","56.02783333333334","794.2019999999993","851.6923333333336","77.00018333333333","","",""
"11","5/4/13 11:58 AM","29.09683333333334","51.39233333333333","885.0373333333334","909.0083333333333","656.7034499999997","","",""
"12","5/4/13 12:58 PM","29.768","51.96183333333332","906.1464999999999","922.9061666666665","662.2542833333334","","",""
"13","5/4/13 1:58 PM","30.058","47.16849999999999","808.1386666666666","807.4160000000001","593.2347499999998","","",""
"14","5/4/13 2:58 PM","30.1","45.99949999999999","707.9683333333336","699.4858333333334","516.9924999999997","","",""
"15","5/4/13 3:58 PM","30.18016666666666","39.89316666666667","538.1881666666667","510.2259999999999","381.3127166666667","","",""
"16","5/4/13 4:58 PM","29.22466666666667","33.89716666666666","263.5481666666666","238.7","175.3413166666665","","",""
"17","5/4/13 5:58 PM","26.811","26.27","122.259","97.78933333333336","70.53158333333337","","",""
"18","5/4/13 6:58 PM","23.48016666666667","20.79016666666667","15.3845","14.1295","9.741150000000005","","",""
"19","5/4/13 7:58 PM","20.961","16.54383333333334","0","0","0","","",""
"20","5/4/13 8:58 PM","19.205","14.69166666666666","0","0","0","","",""
"21","5/4/13 9:48 PM","18.5516","14.3148","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/5/13 4:58 AM","16.957","14.00583333333333","1.010425531914894","1.181702127659574","0.5339148936170213","","",""
"5","5/5/13 5:58 AM","17.27983333333333","14.57216666666667","59.227","60.15366666666667","37.77225000000001","","",""
"6","5/5/13 6:58 AM","19.536","20.86233333333334","229.3095","230.3656666666666","174.0781","","",""
"7","5/5/13 7:58 AM","22.88016666666667","29.91283333333333","387.8018333333332","417.9080000000002","297.9179666666666","","",""
"8","5/5/13 8:58 AM","25.24116666666667","36.75733333333333","609.1056666666665","648.0925000000001","454.90615","","",""
"9","5/5/13 9:58 AM","26.646","40.63266666666667","713.4276666666668","734.5820000000003","531.4008833333334","","",""
"10","5/5/13 10:58 AM","27.489","42.2545","751.2646666666665","777.5678333333332","546.2788499999999","","",""
"11","5/5/13 11:58 AM","27.29716666666667","43.18716666666666","833.8446666666665","852.3621666666669","632.3667833333332","","",""
"12","5/5/13 12:58 PM","27.70383333333333","44.48383333333333","747.6865000000004","774.7076666666665","570.4915499999998","","",""
"13","5/5/13 1:58 PM","28.05683333333333","37.88883333333333","462.4453333333332","458.0338333333333","360.1383666666666","","",""
"14","5/5/13 2:58 PM","27.499","34.40166666666666","412.9251666666669","414.1045","315.8447833333332","","",""
"15","5/5/13 3:58 PM","28.05883333333333","36.10866666666666","434.4178333333332","414.1946666666668","315.4474500000001","","",""
"16","5/5/13 4:58 PM","28.05433333333333","30.70266666666667","226.5185","213.827","160.8564499999999","","",""
"17","5/5/13 5:58 PM","25.59616666666667","26.04533333333333","51.47566666666664","50.24816666666667","38.81098333333334","","",""
"18","5/5/13 6:58 PM","23.55216666666667","21.729","7.573499999999999","8.134166666666665","5.372766666666667","","",""
"19","5/5/13 7:58 PM","22.34533333333333","20.06366666666667","0","0.1236666666666666","0","","",""
"20","5/5/13 8:58 PM","22.29766666666667","20.22666666666667","0","0.01916666666666667","0","","",""
"21","5/5/13 9:48 PM","22.1268","20.2234","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/6/13 4:58 AM","21.15566666666667","19.5065","1.075869565217391","1.369347826086956","0.5103695652173913","","",""
"5","5/6/13 5:58 AM","21.039","19.64616666666667","62.87183333333334","63.65383333333332","40.02981666666666","","",""
"6","5/6/13 6:58 AM","22.85733333333333","25.82633333333333","222.5863333333333","227.5775","159.97605","","",""
"7","5/6/13 7:58 AM","25.24333333333334","34.50883333333334","372.7641666666667","393.0978333333333","281.14905","","",""
"8","5/6/13 8:58 AM","27.95483333333333","40.77283333333333","535.5751666666666","567.4505","389.974666666667","","",""
"9","5/6/13 9:58 AM","29.2075","46.19616666666666","690.2208333333335","733.9256666666665","527.1981499999997","","",""
"10","5/6/13 10:58 AM","29.47166666666667","48.94583333333333","799.1086666666667","821.4166666666667","596.1319166666669","","",""
"11","5/6/13 11:58 AM","30.01116666666667","51.6505","940.5809999999997","965.1445000000003","707.21375","","",""
"12","5/6/13 12:58 PM","29.90416666666667","49.463","905.8096666666667","925.7911666666663","677.8200166666668","","",""
"13","5/6/13 1:58 PM","29.75833333333334","46.507","816.7348333333331","822.8641666666665","611.2242666666667","","",""
"14","5/6/13 2:38 PM","29.78825","45.4425","722.8479545454549","710.5068181818181","530.1299318181819","","",""
"15","5/6/13 3:56 PM","27.40666666666667","38.304","523.8241666666665","497.0261666666665","376.6149333333332","","",""
"16","5/6/13 4:56 PM","28.3955","33.14383333333333","325.7018333333334","287.2635","214.0104666666666","","",""
"17","5/6/13 5:56 PM","26.76333333333334","26.57083333333334","146.6453333333333","116.7295","81.38949999999997","","",""
"18","5/6/13 6:56 PM","22.96666666666667","21.18883333333333","33.92949999999998","30.29833333333334","20.80783333333333","","",""
"19","5/6/13 7:56 PM","21.015","17.73333333333333","0","0.02383333333333333","0.0258","","",""
"20","5/6/13 8:56 PM","19.65","15.79783333333333","0","0","0","","",""
"21","5/6/13 9:56 PM","18.58183333333333","14.67483333333333","0","0.1421666666666667","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/7/13 4:56 AM","18.17833333333333","16.5955","0.8785416666666666","1.2925","0.4124375","","",""
"5","5/7/13 5:56 AM","18.62033333333333","18.01483333333334","30.37966666666668","30.92116666666666","19.42430000000001","","",""
"6","5/7/13 6:56 AM","19.14916666666667","19.65683333333333","74.32516666666668","81.27383333333334","53.57118333333334","","",""
"7","5/7/13 7:56 AM","21.33033333333333","26.68633333333333","318.0548333333333","341.2295000000001","248.2194333333335","","",""
"8","5/7/13 8:56 AM","22.77216666666667","31.43766666666666","499.3433333333334","539.8743333333333","367.08125","","",""
"9","5/7/13 9:56 AM","24.6835","40.43516666666667","756.1036666666665","852.4383333333334","596.3694000000002","","",""
"10","5/7/13 10:56 AM","25.55533333333333","49.70683333333333","901.8741666666664","956.8995000000001","683.2650166666666","","",""
"11","5/7/13 11:56 AM","27.55","57.78966666666668","969.2618333333335","905.7478333333333","715.4871666666666","","",""
"12","5/7/13 12:56 PM","27.70883333333333","50.6305","879.9371666666667","880.0371666666667","644.9698666666665","","",""
"13","5/7/13 1:56 PM","28.1585","51.76366666666667","867.0178333333332","891.9131666666667","626.5758000000001","","",""
"14","5/7/13 2:56 PM","28.2975","48.03183333333333","755.8083333333336","731.3350000000002","551.8621833333334","","",""
"15","5/7/13 3:56 PM","26.8435","39.99583333333333","567.6458823529413","532.9327450980394","402.6150588235292","","",""
"16","5/7/13 4:55 PM","28.54525","31.8945","359.9713953488373","304.1832558139535","220.270558139535","","",""
"17","5/7/13 5:55 PM","26.76483333333333","25.49383333333334","181.7636666666667","129.9151666666667","85.16754999999999","","",""
"18","5/7/13 6:55 PM","21.08483333333334","18.17716666666667","18.56066666666667","14.45866666666666","8.29433333333334","","",""
"19","5/7/13 7:55 PM","18.90916666666667","13.96666666666667","0","0","0","","",""
"20","5/7/13 8:55 PM","17.873","12.6075","0","0","0","","",""
"21","5/7/13 9:55 PM","17.2955","12.625","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/8/13 4:55 AM","13.05833333333334","8.998999999999999","3.664897959183674","3.722857142857143","2.031816326530612","","",""
"5","5/8/13 5:55 AM","14.50966666666667","11.47883333333333","83.09450000000001","82.65350000000002","42.30336666666665","","",""
"6","5/8/13 6:55 AM","18.60316666666667","18.3235","258.4188333333333","267.9923333333334","186.9969333333333","","",""
"7","5/8/13 7:55 AM","21.25116666666667","27.13133333333333","462.9903333333332","490.4746666666666","354.4176166666666","","",""
"8","5/8/13 8:55 AM","22.77616666666667","32.63883333333333","650.6306666666667","696.3514999999999","485.15625","","",""
"9","5/8/13 9:55 AM","23.54733333333333","35.05033333333333","746.982","795.1801666666667","577.1067000000002","","",""
"10","5/8/13 10:55 AM","24.48033333333333","37.56816666666666","784.5988333333333","829.3758333333332","605.8543999999998","","",""
"11","5/8/13 11:55 AM","24.617","38.24133333333333","857.6558333333334","887.2706666666666","648.6895999999999","","",""
"12","5/8/13 12:55 PM","25.25766666666667","41.986","988.9600000000002","1002.380333333333","730.8417500000002","","",""
"13","5/8/13 1:55 PM","26.0775","40.16466666666667","873.2746666666667","873.7966666666665","644.0969999999999","","",""
"14","5/8/13 2:55 PM","25.82233333333334","35.99699999999999","709.2898333333337","706.1836666666666","523.0745666666664","","",""
"15","5/8/13 3:55 PM","25.43849999999999","31.88000000000001","549.3745000000001","509.5451666666666","391.3213666666666","","",""
"16","5/8/13 4:55 PM","27.28966666666667","29.13416666666666","374.6913333333334","317.323","231.5897833333334","","",""
"17","5/8/13 5:55 PM","25.854","23.664","178.7091666666667","128.0628333333333","83.09023333333333","","",""
"18","5/8/13 6:55 PM","20.61333333333333","18.93816666666667","32.77783333333335","29.062","18.67381666666667","","",""
"19","5/8/13 7:55 PM","18.695","16.35","0","0","0.0238","","",""
"20","5/8/13 8:55 PM","18.14416666666666","14.86433333333333","0","0","0","","",""
"21","5/8/13 9:45 PM","17.3018","14.2304","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/9/13 4:55 AM","16.10883333333333","13.26166666666667","1.125510204081633","1.428979591836735","0.5926122448979593","","",""
"5","5/9/13 5:55 AM","17.2865","15.28766666666667","48.05233333333332","48.13966666666666","33.50031666666666","","",""
"6","5/9/13 6:55 AM","18.73133333333334","17.33416666666666","120.0261666666667","118.2075","91.4224","","",""
"7","5/9/13 7:55 AM","20.20566666666667","21.99866666666667","195.0186666666667","191.9929999999999","151.7161333333334","","",""
"8","5/9/13 8:55 AM","20.98583333333333","23.37666666666667","250.0383333333333","254.6938333333333","182.48325","","",""
"9","5/9/13 9:55 AM","22.8335","29.68033333333333","578.3466666666667","586.8290000000001","409.4576166666667","","",""
"10","5/9/13 10:55 AM","23.69516666666667","31.18666666666667","623.4608333333334","677.9758333333334","485.9727666666666","","",""
"11","5/9/13 11:55 AM","25.07533333333333","37.74266666666667","909.0784999999997","781.2396666666667","648.4703999999999","","",""
"12","5/9/13 12:55 PM","24.775","37.48066666666666","881.3781666666667","975.6371666666662","651.6990000000005","","",""
"13","5/9/13 1:55 PM","24.72516666666667","35.86900000000001","864.7070000000001","895.9953333333335","652.8569666666667","","",""
"14","5/9/13 2:55 PM","25.00866666666667","33.2065","652.8390000000003","696.3154999999999","492.7870666666668","","",""
"15","5/9/13 3:55 PM","24.38016666666666","29.8105","541.9331666666665","532.2669999999997","394.3399666666667","","",""
"16","5/9/13 4:55 PM","26.06966666666667","26.79466666666666","363.0538333333333","311.5616666666667","226.4306","","",""
"17","5/9/13 5:55 PM","24.819","22.5195","164.1875","116.937","74.03145000000002","","",""
"18","5/9/13 6:55 PM","20.62683333333333","18.7275","24.68216666666667","21.36633333333333","11.31990000000001","","",""
"19","5/9/13 7:55 PM","18.88816666666667","16.23633333333333","0","0","0.02736666666666666","","",""
"20","5/9/13 8:55 PM","18.0675","15.43916666666667","0","0","0","","",""
"21","5/9/13 9:45 PM","17.6716","14.8976","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/10/13 4:55 AM","14.19016666666667","10.52483333333333","2.954897959183673","2.901632653061224","1.425040816326531","","",""
"5","5/10/13 5:55 AM","15.47333333333333","12.77566666666667","68.05416666666666","70.65533333333335","40.48673333333334","","",""
"6","5/10/13 6:55 AM","18.68566666666667","18.937","280.0813333333334","281.9859999999999","185.1366499999999","","",""
"7","5/10/13 7:55 AM","21.44866666666666","26.81","431.3223333333334","465.9476666666667","348.6477166666667","","",""
"8","5/10/13 8:55 AM","23.341","35.30516666666667","620.6051666666667","667.4946666666667","460.65235","","",""
"9","5/10/13 9:55 AM","24.70049999999999","39.19883333333333","784.4623333333334","837.6674999999998","588.5386333333335","","",""
"10","5/10/13 10:55 AM","25.508","40.7205","894.206","933.5919999999999","672.384266666667","","",""
"11","5/10/13 11:55 AM","25.99966666666667","42.69066666666667","934.5271666666669","975.1751666666664","690.5292999999998","","",""
"12","5/10/13 12:55 PM","26.8185","46.59216666666666","927.1718333333336","946.6796666666667","673.3094000000001","","",""
"13","5/10/13 1:55 PM","27.60216666666667","46.487","855.1068333333334","856.4036666666665","620.2625333333333","","",""
"14","5/10/13 2:55 PM","28.0375","42.24666666666666","724.8580000000001","709.0440000000001","520.2643666666667","","",""
"15","5/10/13 3:55 PM","28.4805","38.90716666666666","563.5741666666668","524.6571666666666","388.0336833333332","","",""
"16","5/10/13 4:55 PM","29.89583333333333","33.22033333333334","367.0333333333335","311.4586666666665","224.5444166666667","","",""
"17","5/10/13 5:55 PM","29.39316666666666","27.81133333333333","170.7208333333332","129.9881666666666","87.13208333333334","","",""
"18","5/10/13 6:55 PM","23.19483333333334","21.17233333333333","11.13033333333333","11.42933333333333","7.379033333333335","","",""
"19","5/10/13 7:55 PM","20.6605","16.75383333333333","0","0","0.005833333333333333","","",""
"20","5/10/13 8:55 PM","19.29116666666667","14.92816666666667","0","0","0","","",""
"21","5/10/13 9:45 PM","18.2684","13.7848","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/11/13 4:55 AM","16.59733333333334","14.083","4.0914","4.565400000000001","2.11124","","",""
"5","5/11/13 5:55 AM","17.47116666666667","15.40383333333333","26.36133333333333","26.753","15.83905","","",""
"6","5/11/13 6:55 AM","19.62583333333334","19.6825","125.1606666666667","122.1055","93.66971666666672","","",""
"7","5/11/13 7:55 AM","21.2575","23.29283333333333","121.542","122.8648333333333","94.36074999999995","","",""
"8","5/11/13 8:55 AM","22.94583333333333","29.76583333333333","291.8148333333332","289.6321666666667","207.82085","","",""
"9","5/11/13 9:55 AM","25.1875","38.63316666666667","391.4143333333333","388.1359999999999","308.9155","","",""
"10","5/11/13 10:55 AM","26.8805","46.11183333333333","618.4661666666667","632.9836666666667","467.2825833333333","","",""
"11","5/11/13 11:55 AM","28.314","52.88633333333333","757.3833333333337","773.3075000000002","555.0205999999998","","",""
"12","5/11/13 12:55 PM","29.10983333333333","46.9955","643.4773333333331","605.0438333333333","454.2839833333332","","",""
"13","5/11/13 1:55 PM","27.81516666666667","38.68133333333333","505.0006666666666","539.8391666666668","376.0315999999999","","",""
"14","5/11/13 2:55 PM","28.0775","38.66733333333332","492.6303333333333","501.0785","344.3304500000001","","",""
"15","5/11/13 3:55 PM","24.97116666666667","27.5665","124.9601666666667","120.128","93.65715000000003","","",""
"16","5/11/13 4:55 PM","23.5","24.28366666666667","92.69783333333335","92.57316666666665","69.68233333333332","","",""
"17","5/11/13 5:55 PM","22.136","22.083","84.00633333333332","80.57766666666666","61.2837333333333","","",""
"18","5/11/13 6:55 PM","20.59633333333333","18.346","6.646000000000001","7.569333333333335","5.486616666666666","","",""
"19","5/11/13 7:55 PM","19.11966666666667","15.80883333333333","0","0","0.0003333333333333333","","",""
"20","5/11/13 8:55 PM","17.70733333333333","13.526","0","0","0","","",""
"21","5/11/13 9:55 PM","16.78316666666667","12.58816666666667","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/12/13 4:55 AM","14.365","10.21933333333333","2.408775510204082","2.878571428571429","1.659510204081633","","",""
"5","5/12/13 5:55 AM","15.08233333333333","11.58533333333333","79.72116666666666","82.67850000000001","41.27281666666668","","",""
"6","5/12/13 6:55 AM","17.14966666666666","17.14866666666667","179.9989999999999","182.3405","123.90915","","",""
"7","5/12/13 7:55 AM","18.5375","22.96533333333333","331.2811666666667","334.4825","242.8780666666667","","",""
"8","5/12/13 8:55 AM","21.34666666666667","30.79483333333333","568.5356666666667","528.3421666666665","446.0607833333333","","",""
"9","5/12/13 9:55 AM","23.13966666666667","39.66116666666667","728.9770000000003","735.080166666667","544.5128666666665","","",""
"10","5/12/13 10:55 AM","24.34333333333333","43.65","739.0458333333336","835.4383333333333","559.8129666666667","","",""
"11","5/12/13 11:55 AM","24.12983333333333","33.22949999999999","481.6016666666667","479.1523333333333","346.1360666666667","","",""
"12","5/12/13 12:55 PM","25.5955","38.352","922.6539999999998","924.8383333333334","698.5384833333329","","",""
"13","5/12/13 1:55 PM","24.56516666666667","34.36649999999999","648.6529999999999","662.448","498.0537333333332","","",""
"14","5/12/13 2:55 PM","22.2555","23.969","189.314","193.0491666666667","148.3169166666667","","",""
"15","5/12/13 3:55 PM","22.117","23.40833333333333","158.784","145.8451666666668","117.70585","","",""
"16","5/12/13 4:55 PM","22.91766666666667","24.66366666666667","221.3063333333334","203.7168333333333","160.5342666666666","","",""
"17","5/12/13 5:55 PM","23.83716666666666","23.7455","203.6083333333334","168.5176666666667","122.9651","","",""
"18","5/12/13 6:55 PM","20.31783333333333","18.27916666666667","29.93316666666667","27.06666666666667","15.15065000000001","","",""
"19","5/12/13 7:55 PM","18.30816666666666","15.189","0","0","0.01968333333333333","","",""
"20","5/12/13 8:55 PM","17.21633333333333","13.61533333333333","0","0","0","","",""
"21","5/12/13 9:45 PM","16.3036","12.26","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","5/13/13 4:55 AM","14.06033333333333","10.2665","1.8176","2.007","0.9796599999999996","","",""
"5","5/13/13 5:55 AM","14.67","11.7605","73.20483333333331","73.71716666666667","37.71335","","",""
"6","5/13/13 6:55 AM","17.67116666666667","19.7495","276.1688333333333","283.8575000000001","191.3818666666666","","",""
"7","5/13/13 7:55 AM","20.76316666666667","27.221","421.0628333333334","474.5686666666668","322.4935166666666","","",""
"8","5/13/13 8:55 AM","21.20266666666667","26.009","375.6479999999999","407.1165","288.7230499999999","","",""
"9","5/13/13 9:55 AM","21.49683333333334","29.79116666666667","619.4626666666663","580.3455","472.7573666666668","","",""
"10","5/13/13 10:55 AM","23.23116666666667","37.08966666666667","897.0236666666668","916.3034999999999","674.7797000000002","","",""
"11","5/13/13 11:55 AM","24.04050000000001","34.368","806.0680000000003","810.5153333333333","588.3671333333333","","",""
"12","5/13/13 12:55 PM","23.593","33.28433333333333","734.7358333333335","771.462333333333","557.33075","","",""
"13","5/13/13 1:55 PM","23.8675","34.10966666666666","920.7608333333333","934.9156666666665","691.5473833333334","","",""
"14","5/13/13 2:55 PM","23.75033333333333","32.297","770.2768333333335","721.8136666666664","565.7339333333335","","",""
"15","5/13/13 3:55 PM","23.16816666666667","28.53783333333334","579.525","544.8793333333334","411.1070500000002","","",""
"16","5/13/13 4:55 PM","24.06666666666667","24.29266666666667","383.5526666666665","322.7353333333334","240.2639666666668","","",""
"17","5/13/13 5:55 PM","22.8175","20.56683333333333","177.7216666666667","129.5646666666667","82.60718333333332","","",""
"18","5/13/13 6:55 PM","18.37616666666667","16.84016666666666","17.49483333333334","17.54816666666667","9.782550000000002","","",""
"19","5/13/13 7:55 PM","17.66016666666667","15.5415","0","0.01933333333333333","0.07061666666666667","","",""
"20","5/13/13 8:55 PM","17.34216666666667","15.611","0","0","0","","",""
"21","5/13/13 9:45 PM","17.0736","15.2462","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
