"Time Frame","Date","Ta (°C)","Tm (°C)","I3 (W/m2)","I15 (W/m2)","P (kW)","","",""
"19","4/6/12 7:50 PM","15.98366666666667","11.0375","0","0","0","","",""
"20","4/6/12 8:50 PM","15.31033333333333","10.29933333333333","0","0","0","","",""
"21","4/6/12 9:40 PM","14.6486","10.1832","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/7/12 4:50 AM","13.1345","9.532500000000001","0","0","0","","",""
"5","4/7/12 5:50 AM","13.91933333333333","12.10583333333333","14.08716666666666","14.44883333333333","9.040549999999998","","",""
"6","4/7/12 6:50 AM","15.12583333333333","13.96866666666667","74.01616666666668","75.11799999999999","61.22434999999999","","",""
"7","4/7/12 7:50 AM","16.63333333333333","17.56733333333333","131.2238333333333","126.0756666666667","111.1399","","",""
"8","4/7/12 8:50 AM","18.02233333333334","20.50616666666667","197.3893333333334","196.9409999999999","169.1718666666666","","",""
"9","4/7/12 9:50 AM","19.07583333333333","23.421","241.9111666666667","245.1086666666666","220.1008333333334","","",""
"10","4/7/12 10:50 AM","19.58816666666667","25.6335","305.3728333333334","304.6911666666667","276.9166000000001","","",""
"11","4/7/12 11:50 AM","20.432","28.02716666666667","268.495","267.9876666666666","253.5722500000001","","",""
"12","4/7/12 12:50 PM","17.40383333333333","17.0385","68.30083333333337","69.76316666666663","62.81133333333336","","",""
"13","4/7/12 1:50 PM","17.2335","17.96133333333333","191.0545000000001","192.799","172.4952166666666","","",""
"14","4/7/12 2:50 PM","18.4545","22.645","210.4376666666667","215.6109999999999","188.1895333333333","","",""
"15","4/7/12 3:50 PM","17.309","17.38116666666667","82.6215","82.80333333333336","74.2056333333333","","",""
"16","4/7/12 4:50 PM","17.06133333333333","18.60766666666667","208.5351666666666","198.5441666666667","169.1475499999999","","",""
"17","4/7/12 5:50 PM","16.67183333333333","16.21166666666667","63.11716666666667","60.92216666666668","43.33518333333333","","",""
"18","4/7/12 6:50 PM","14.953","12.50166666666667","2.740166666666667","2.859333333333333","2.110216666666668","","",""
"19","4/7/12 7:50 PM","14.04583333333333","10.3155","0","0","0","","",""
"20","4/7/12 8:50 PM","13.656","10.129","0","0","0","","",""
"21","4/7/12 9:40 PM","13.2842","9.550599999999999","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/8/12 4:50 AM","10.272","5.8565","0","0","0","","",""
"5","4/8/12 5:50 AM","10.373","6.738833333333333","7.793666666666668","7.923833333333334","4.293466666666666","","",""
"6","4/8/12 6:50 AM","11.33266666666667","8.418666666666667","36.08383333333333","36.23983333333333","24.93163333333333","","",""
"7","4/8/12 7:50 AM","13.0965","11.03583333333333","147.0191666666667","152.3441666666667","124.4181","","",""
"8","4/8/12 8:50 AM","14.3635","14.026","146.8711666666666","147.2615","129.1620333333334","","",""
"9","4/8/12 9:50 AM","14.234","14.62466666666667","154.4414999999999","157.0183333333333","148.7961833333334","","",""
"10","4/8/12 10:50 AM","11.89016666666666","12.18916666666667","220.5351666666666","222.83","179.4203166666667","","",""
"11","4/8/12 11:50 AM","15.45433333333333","30.32383333333333","562.6308333333333","613.2530000000003","462.7292166666668","","",""
"12","4/8/12 12:50 PM","16.596","33.757","524.9104999999998","571.3833333333332","474.6430666666667","","",""
"13","4/8/12 1:50 PM","16.2865","26.32583333333333","397.0683333333335","405.4116666666667","345.4752333333336","","",""
"14","4/8/12 2:50 PM","17.17766666666666","29.593","625.961","618.7430000000001","495.6053166666667","","",""
"15","4/8/12 3:50 PM","16.76383333333333","24.17033333333333","345.9271666666665","336.2271666666666","302.5217499999998","","",""
"16","4/8/12 4:50 PM","14.87483333333333","16.521","170.2174999999999","174.9975","148.022","","",""
"17","4/8/12 5:50 PM","14.13133333333334","13.5435","69.86799999999998","63.24633333333331","43.85039999999999","","",""
"18","4/8/12 6:50 PM","12.55166666666667","9.183833333333334","1.698833333333333","1.894333333333333","1.638333333333333","","",""
"19","4/8/12 7:50 PM","12.689","9.265000000000001","0","0","0","","",""
"20","4/8/12 8:50 PM","12.95116666666667","9.0145","0","0","0","","",""
"21","4/8/12 9:40 PM","12.5974","8.540000000000001","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/9/12 4:50 AM","9.0985","7.686333333333333","0","0","0","","",""
"5","4/9/12 5:50 AM","8.313000000000001","7.158","1.405","1.466333333333333","0.5160500000000001","","",""
"6","4/9/12 6:50 AM","7.244833333333332","6.708166666666667","44.27983333333334","45.90683333333332","34.48583333333334","","",""
"7","4/9/12 7:50 AM","6.620166666666667","6.766000000000001","53.37266666666667","50.55283333333333","42.67166666666667","","",""
"8","4/9/12 8:50 AM","6.515666666666667","6.816666666666666","75.04649999999997","75.25683333333338","66.93185","","",""
"9","4/9/12 9:50 AM","6.949666666666668","7.646000000000001","198.6935","189.848","176.8317833333333","","",""
"10","4/9/12 10:50 AM","8.068333333333333","8.490166666666665","113.4286666666667","113.465","108.9512333333333","","",""
"11","4/9/12 11:50 AM","8.5555","9.666166666666667","311.9103333333333","308.9685000000001","290.1889666666667","","",""
"12","4/9/12 12:50 PM","9.7165","10.422","245.8033333333333","229.3863333333334","217.6692833333333","","",""
"13","4/9/12 1:50 PM","11.92516666666666","16.80533333333333","542.5028333333333","552.8295000000002","473.6272333333332","","",""
"14","4/9/12 2:50 PM","12.02616666666667","15.93883333333333","464.7171666666666","493.7523333333334","407.9457333333334","","",""
"15","4/9/12 3:50 PM","11.56383333333333","14.056","345.4446666666666","341.0540000000001","274.1680333333334","","",""
"16","4/9/12 4:50 PM","11.35333333333333","13.13466666666667","317.196","292.3398333333333","239.13945","","",""
"17","4/9/12 5:50 PM","10.78216666666667","9.966833333333335","95.67500000000003","84.33433333333332","57.61758333333332","","",""
"18","4/9/12 6:50 PM","9.099","6.758333333333333","2.853666666666667","4.069666666666667","2.482316666666667","","",""
"19","4/9/12 7:50 PM","8.198166666666665","5.082","0","0","0","","",""
"20","4/9/12 8:50 PM","7.264499999999999","3.600166666666667","0","0","0","","",""
"21","4/9/12 9:50 PM","6.496333333333333","2.513500000000001","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/10/12 4:50 AM","5.391166666666667","1.655666666666667","0","0","0","","",""
"5","4/10/12 5:50 AM","4.772666666666667","0.09116666666666666","9.983499999999998","11.26266666666666","6.597249999999997","","",""
"6","4/10/12 6:50 AM","6.497166666666666","4.261","168.0956666666666","199.0421666666666","126.6391833333333","","",""
"7","4/10/12 7:50 AM","9.452999999999999","14.2525","394.3886666666666","451.6176666666667","350.484","","",""
"8","4/10/12 8:40 AM","12.346","19.75","603.1897999999998","674.9883999999998","526.6509199999999","","",""
"9","4/10/12 9:55 AM","13.882","24.481","793.4529629629631","877.2990740740745","696.2001111111111","","",""
"10","4/10/12 10:55 AM","14.6605","28.21866666666667","903.3935000000004","987.3555000000002","775.7344666666667","","",""
"11","4/10/12 11:55 AM","15.13216666666667","30.96433333333333","958.4301666666669","1032.393166666667","806.607333333333","","",""
"12","4/10/12 12:55 PM","15.403","30.42333333333333","946.6936666666669","1004.072333333333","790.9368166666669","","",""
"13","4/10/12 1:55 PM","15.55166666666667","30.60916666666667","867.5538333333329","906.1116666666669","724.1767999999998","","",""
"14","4/10/12 2:55 PM","15.68133333333333","27.46366666666666","729.0118333333331","745.7943333333335","615.301166666667","","",""
"15","4/10/12 3:55 PM","15.63433333333334","23.37066666666666","539.1638333333334","532.8911666666668","441.9383833333331","","",""
"16","4/10/12 4:55 PM","15.37766666666667","18.20316666666667","314.5655","289.8301666666667","226.2134833333334","","",""
"17","4/10/12 5:55 PM","13.76183333333333","12.401","104.0673333333334","85.62583333333335","62.39653333333332","","",""
"18","4/10/12 6:55 PM","11.4325","7.335833333333333","5.991","7.042","5.1546","","",""
"19","4/10/12 7:55 PM","9.652166666666668","3.1685","0","0","0","","",""
"20","4/10/12 8:55 PM","8.006666666666668","0.5251666666666667","0","0","0","","",""
"21","4/10/12 9:45 PM","7.4828","0.4502","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/11/12 4:55 AM","9.131333333333332","5.053166666666667","0","0","0","","",""
"5","4/11/12 5:55 AM","10.20216666666667","7.704000000000001","10.10116666666667","10.42716666666667","6.437166666666666","","",""
"6","4/11/12 6:55 AM","11.43483333333334","9.463333333333333","46.26649999999999","46.29333333333334","33.25858333333333","","",""
"7","4/11/12 7:55 AM","13.14566666666667","12.8995","101.2653333333333","101.6665","84.70354999999998","","",""
"8","4/11/12 8:55 AM","14.8755","17.17683333333333","181.0683333333334","184.6915","160.6507333333333","","",""
"9","4/11/12 9:55 AM","15.44916666666667","18.98716666666667","154.079","152.474","141.0952833333334","","",""
"10","4/11/12 10:55 AM","14.46416666666667","14.0225","120.3231666666666","118.5186666666666","112.2263833333334","","",""
"11","4/11/12 11:55 AM","15.48466666666667","18.94","349.347","339.1818333333333","283.8060166666667","","",""
"12","4/11/12 12:55 PM","17.121","26.01966666666667","363.8015000000001","381.7726666666668","345.0523499999998","","",""
"13","4/11/12 1:55 PM","17.5525","25.60116666666666","422.4555000000001","419.7215","367.8603333333335","","",""
"14","4/11/12 2:55 PM","16.35916666666667","20.12066666666667","197.3353333333333","196.6423333333333","173.9782166666667","","",""
"15","4/11/12 3:55 PM","16.21616666666667","19.61883333333333","189.4481666666667","186.9916666666666","172.0179666666666","","",""
"16","4/11/12 4:55 PM","15.48983333333333","16.954","106.5608333333333","102.4005","88.2283166666667","","",""
"17","4/11/12 5:55 PM","15.05933333333333","15.178","44.91750000000001","44.48783333333333","34.89273333333334","","",""
"18","4/11/12 6:55 PM","14.08666666666667","11.95383333333333","3.035833333333334","3.319166666666668","2.416033333333332","","",""
"19","4/11/12 7:55 PM","13.87216666666666","11.771","0","0","0","","",""
"20","4/11/12 8:55 PM","13.65","11.298","0","0","0","","",""
"21","4/11/12 9:45 PM","13.999","12.6716","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/12/12 4:55 AM","13.19883333333333","10.5925","0","0","0","","",""
"5","4/12/12 5:55 AM","13.2305","10.191","18.85266666666667","20.465","9.602733333333331","","",""
"6","4/12/12 6:55 AM","14.336","12.68883333333333","181.683","198.1613333333333","124.6371","","",""
"7","4/12/12 7:55 AM","16.1135","21.15866666666667","388.9655000000001","429.354","346.6766","","",""
"8","4/12/12 8:55 AM","17.44933333333333","29.80433333333333","609.1809999999998","683.4370000000001","512.7384333333334","","",""
"9","4/12/12 9:55 AM","19.103","40.58833333333334","773.4991666666665","858.0373333333333","660.4739000000001","","",""
"10","4/12/12 10:55 AM","20.82816666666667","52.53650000000001","880.8823333333331","977.9960000000002","708.6655999999998","","",""
"11","4/12/12 11:55 AM","20.87866666666666","49.61283333333333","953.7438333333336","900.2883333333332","780.0340999999996","","",""
"12","4/12/12 12:55 PM","21.00733333333333","48.04783333333334","929.7038333333333","970.9646666666665","758.2247000000002","","",""
"13","4/12/12 1:55 PM","21.46533333333333","47.76633333333334","856.6233333333333","889.4873333333328","695.1881499999998","","",""
"14","4/12/12 2:55 PM","21.35433333333333","41.83349999999999","722.4431666666665","736.5948333333331","583.5352999999999","","",""
"15","4/12/12 3:55 PM","21.63266666666667","36.95466666666666","532.2676666666665","525.9370000000002","426.8689833333333","","",""
"16","4/12/12 4:55 PM","20.782","27.69566666666667","316.9516666666668","291.2546666666666","224.7846","","",""
"17","4/12/12 5:52 PM","19.31275","18.66825","107.3279166666666","86.74375000000002","57.40356250000003","","",""
"18","4/12/12 6:52 PM","15.4695","11.12366666666667","2.1065","2.621166666666667","2.159883333333334","","",""
"19","4/12/12 7:52 PM","13.92316666666667","8.925333333333334","0","0","0","","",""
"20","4/12/12 8:52 PM","12.86816666666667","6.841833333333334","0","0","0","","",""
"21","4/12/12 9:42 PM","11.6958","6.0678","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/13/12 4:52 AM","11.70933333333333","8.253666666666668","0","0","0","","",""
"5","4/13/12 5:52 AM","12.43066666666667","9.627500000000001","5.6215","5.496166666666666","3.272933333333333","","",""
"6","4/13/12 6:52 AM","13.53383333333333","11.55916666666667","33.858","33.56983333333333","24.96756666666666","","",""
"7","4/13/12 7:52 AM","14.51866666666667","13.52616666666667","104.7453333333333","102.1561666666667","90.26561666666665","","",""
"8","4/13/12 8:52 AM","15.4965","15.91933333333333","120.3268333333333","120.1393333333333","112.4259166666666","","",""
"9","4/13/12 9:52 AM","15.7495","15.58216666666667","120.5263333333333","119.2003333333333","112.78995","","",""
"10","4/13/12 10:52 AM","15.2965","15.066","108.601","108.999","101.7849166666666","","",""
"11","4/13/12 11:52 AM","14.6875","14.62933333333334","111.3963333333334","106.8303333333333","100.2884","","",""
"12","4/13/12 12:52 PM","15.29133333333333","16.34983333333333","218.2808333333334","211.9123333333334","200.1462499999999","","",""
"13","4/13/12 1:52 PM","15.90716666666667","17.3205","239.5051666666666","235.2586666666666","223.7634833333332","","",""
"14","4/13/12 2:52 PM","16.31083333333333","18.20383333333333","230.7093333333333","226.4548333333333","208.5545833333333","","",""
"15","4/13/12 3:52 PM","15.65516666666666","18.14883333333333","100.706","101.3709999999999","91.03319999999995","","",""
"16","4/13/12 4:52 PM","15.46183333333333","15.7475","67.53333333333333","64.67266666666669","55.32401666666665","","",""
"17","4/13/12 5:52 PM","15.84483333333333","16.0435","71.6215","67.47333333333334","56.54261666666662","","",""
"18","4/13/12 6:52 PM","15.27866666666667","14.07433333333333","2.665666666666668","2.799666666666668","1.963216666666666","","",""
"19","4/13/12 7:52 PM","15.23933333333333","13.83816666666667","0","0","0","","",""
"20","4/13/12 8:52 PM","15.05916666666666","13.32816666666667","0","0","0","","",""
"21","4/13/12 9:42 PM","15.062","13.3832","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/14/12 4:52 AM","12.86066666666667","9.9945","0","0","0","","",""
"5","4/14/12 5:52 AM","13.29733333333333","11.048","14.4369387755102","14.79714285714286","8.498673469387755","","",""
"6","4/14/12 6:52 AM","14.93","14.2935","122.9819047619048","121.5319047619047","101.4175952380952","","",""
"8","4/14/12 8:50 AM","16.56533333333333","18.39066666666667","186.43","185.2385714285714","143.652","","",""
"9","4/14/12 9:50 AM","17.7275","24.15216666666667","211.9511111111111","213.2427777777778","187.2523611111111","","",""
"10","4/14/12 10:50 AM","19.25816666666667","35.07366666666666","329.8205","333.5491666666667","275.7512166666668","","",""
"11","4/14/12 11:50 AM","20.31183333333334","43.51633333333334","686.9928333333336","796.0595000000002","619.9432999999997","","",""
"12","4/14/12 12:50 PM","19.6455","36.40166666666666","891.0773333333334","971.9979999999999","755.6093500000001","","",""
"13","4/14/12 1:50 PM","17.75666666666666","23.76416666666666","611.0638333333334","637.7606666666667","524.4947000000003","","",""
"14","4/14/12 2:50 PM","16.23333333333333","17.2425","335.4554999999999","327.0755","298.9406500000001","","",""
"15","4/14/12 3:50 PM","15.5405","16.59333333333333","221.9018333333333","215.8381666666666","206.7681833333333","","",""
"16","4/14/12 4:50 PM","13.95166666666667","13.67883333333334","157.538","158.8428333333333","149.8648166666667","","",""
"17","4/14/12 5:50 PM","13.4975","12.76683333333333","69.03883333333333","69.57649999999997","59.80713333333334","","",""
"18","4/14/12 6:50 PM","13.62183333333333","12.73116666666667","36.43783333333334","35.28366666666668","28.64853333333334","","",""
"19","4/14/12 7:50 PM","12.98583333333333","11.55316666666667","11.03283333333333","10.893","7.637050000000001","","",""
"20","4/14/12 8:50 PM","12.47116666666667","11.0035","0.8149999999999999","0.8286666666666667","0.6904666666666669","","",""
"21","4/14/12 9:40 PM","12.574","11.0486","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/15/12 4:50 AM","12.37233333333334","8.7765","0","0","0","","",""
"5","4/15/12 5:50 AM","11.285","6.961833333333334","0","0","0","","",""
"6","4/15/12 6:50 AM","10.28533333333333","5.356166666666667","0","0","0","","",""
"7","4/15/12 7:50 AM","12.9335","10.47516666666667","17.567","17.94366666666667","9.587016666666667","","",""
"8","4/15/12 8:50 AM","15.90633333333333","23.04766666666667","200.4701666666666","227.5438333333333","151.8784999999999","","",""
"9","4/15/12 9:50 AM","17.33583333333333","31.0325","419.0654999999999","471.6998333333333","372.0413833333334","","",""
"10","4/15/12 10:50 AM","18.53083333333333","36.7345","626.0645000000002","690.5201666666666","539.9694833333335","","",""
"11","4/15/12 11:50 AM","19.35166666666667","42.49183333333333","792.9903333333331","863.7256666666671","684.8221999999998","","",""
"12","4/15/12 12:50 PM","20.08933333333333","45.36833333333333","915.5658333333336","988.1173333333334","767.9354833333338","","",""
"13","4/15/12 1:50 PM","20.347","44.09999999999999","958.4479999999998","987.1589999999995","789.2104999999997","","",""
"14","4/15/12 2:50 PM","20.99183333333334","44.87816666666667","943.8973333333336","983.5016666666667","786.6471166666665","","",""
"15","4/15/12 3:50 PM","21.2425","37.68333333333334","874.4123333333334","885.9084999999997","717.3029833333331","","",""
"16","4/15/12 4:50 PM","20.00783333333333","28.30683333333333","497.7843333333333","514.5916666666667","437.2534833333332","","",""
"17","4/15/12 5:50 PM","18.6045","21.45783333333334","299.6450000000002","288.9635","261.6409833333333","","",""
"18","4/15/12 6:50 PM","17.98783333333333","18.60666666666667","140.3211666666667","140.0523333333333","120.7189","","",""
"19","4/15/12 7:50 PM","15.51083333333334","12.129","98.21949999999993","85.40233333333335","67.35751666666665","","",""
"20","4/15/12 8:50 PM","14.22166666666667","10.13683333333333","3.884","4.0705","3.29465","","",""
"21","4/15/12 9:40 PM","13.7502","10.008","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/16/12 4:50 AM","14.71516666666667","12.69633333333333","0","0","0","","",""
"5","4/16/12 5:50 AM","14.65933333333333","12.99316666666667","0","0","0","","",""
"6","4/16/12 6:50 AM","14.5405","12.43783333333333","0","0","0","","",""
"7","4/16/12 7:50 AM","14.66616666666667","13.10883333333333","9.981500000000002","10.03316666666667","6.487116666666665","","",""
"8","4/16/12 8:50 AM","15.27233333333333","14.20533333333333","38.127","35.69866666666667","29.8005","","",""
"9","4/16/12 9:50 AM","16.51766666666667","18.22683333333334","90.95866666666664","88.99716666666667","78.4209","","",""
"10","4/16/12 10:50 AM","16.493","16.746","142.086","144.2571666666666","133.4057","","",""
"11","4/16/12 11:50 AM","16.80033333333333","19.00516666666667","85.39349999999997","80.0653333333333","77.54671666666667","","",""
"12","4/16/12 12:50 PM","17.92866666666667","21.26216666666667","318.2763333333333","303.1533333333334","288.9556166666665","","",""
"13","4/16/12 1:50 PM","18.4295","23.68733333333333","364.1856666666666","361.6305","335.7983","","",""
"14","4/16/12 2:50 PM","15.37416666666667","14.27616666666667","329.3523333333334","349.7381666666666","309.1209333333333","","",""
"15","4/16/12 3:50 PM","12.13516666666667","11.02366666666667","35.20250000000001","34.73633333333336","30.84453333333333","","",""
"16","4/16/12 4:50 PM","13.58316666666667","16.959","27.174","27.68583333333333","18.62333333333333","","",""
"17","4/16/12 5:50 PM","14.8725","19.761","315.6631666666668","308.8516666666667","259.4899666666667","","",""
"18","4/16/12 6:50 PM","14.38366666666667","13.70016666666667","320.6506666666667","296.1475000000001","235.4286333333334","","",""
"19","4/16/12 7:50 PM","12.05","9.25","75.70349999999999","68.95866666666664","50.65543333333333","","",""
"20","4/16/12 8:50 PM","11.95283333333333","9.195","3.846500000000001","4.228666666666667","3.077183333333332","","",""
"21","4/16/12 9:50 PM","11.859","8.809333333333333","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/17/12 4:50 AM","10.18833333333333","6.683833333333332","0","0","0","","",""
"5","4/17/12 5:50 AM","9.872833333333334","5.689833333333334","0","0","0","","",""
"6","4/17/12 6:50 AM","10.0185","5.687","0","0","0","","",""
"7","4/17/12 7:50 AM","12.895","11.03516666666667","30.77733333333334","35.0775","14.18851666666667","","",""
"8","4/17/12 8:50 AM","15.6525","19.812","181.1063333333334","230.3391666666666","152.8336666666666","","",""
"9","4/17/12 9:50 AM","17.08083333333333","28.72799999999999","372.8178333333332","390.8231666666665","332.6306999999999","","",""
"10","4/17/12 10:50 AM","18.3315","36.008","433.0791666666667","492.5971666666665","379.2192833333332","","",""
"11","4/17/12 11:50 AM","18.99883333333333","39.22516666666667","720.0168333333334","858.7053333333334","611.8195499999999","","",""
"12","4/17/12 12:50 PM","20.11166666666667","42.161","570.9416666666668","631.4486666666667","460.2540166666668","","",""
"13","4/17/12 1:50 PM","21.073","45.96916666666667","672.5606666666667","577.5411666666666","543.8450666666666","","",""
"14","4/17/12 2:50 PM","21.04933333333333","38.04383333333333","842.8266666666671","626.2531666666666","664.2802166666667","","",""
"15","4/17/12 3:50 PM","19.33433333333333","25.29683333333334","603.9400000000001","561.7321666666667","492.05175","","",""
"16","4/17/12 4:50 PM","18.33633333333333","21.1505","211.1356666666667","275.6296666666667","219.7302166666666","","",""
"17","4/17/12 5:50 PM","14.91566666666667","14.74883333333334","129.1566666666666","143.4903333333333","114.1071333333333","","",""
"18","4/17/12 6:50 PM","13.26683333333333","11.8915","41.92266666666668","42.45349999999999","34.33433333333333","","",""
"19","4/17/12 7:50 PM","12.72383333333333","10.84983333333333","14.60733333333333","15.644","10.6428","","",""
"20","4/17/12 8:50 PM","12.66366666666667","11.29683333333333","5.066833333333335","5.1735","3.984566666666666","","",""
"21","4/17/12 9:40 PM","12.4678","10.8122","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/18/12 4:50 AM","9.577666666666667","5.819666666666667","0","0","0","","",""
"5","4/18/12 5:50 AM","8.906833333333333","5.322666666666667","0","0","0","","",""
"6","4/18/12 6:50 AM","9.009","6.492166666666667","0","0","0","","",""
"7","4/18/12 7:50 AM","10.79866666666667","10.17433333333334","21.46499999999999","21.5265","11.0764","","",""
"8","4/18/12 8:50 AM","13.11483333333334","18.106","201.7928333333333","226.7766666666666","157.2601166666666","","",""
"9","4/18/12 9:50 AM","14.594","20.6915","422.8691666666667","474.3281666666668","374.3310499999998","","",""
"10","4/18/12 10:50 AM","14.94416666666667","20.18183333333333","454.2003333333332","434.0308333333332","390.6655333333335","","",""
"11","4/18/12 11:50 AM","15.48683333333333","20.69983333333333","437.5726666666667","454.634","367.3958833333335","","",""
"12","4/18/12 12:50 PM","15.18916666666667","18.634","292.8371666666666","263.0119999999999","261.47965","","",""
"13","4/18/12 1:50 PM","17.37583333333333","25.625","348.2636666666666","324.6266666666667","304.8268833333333","","",""
"14","4/18/12 2:50 PM","18.886","31.38883333333333","613.8106666666665","609.6140000000001","520.3299999999998","","",""
"15","4/18/12 3:50 PM","18.96433333333333","29.061","807.8823333333335","867.5136666666665","672.3127000000004","","",""
"16","4/18/12 4:50 PM","19.34416666666667","28.12616666666666","609.0040000000001","609.9181666666665","509.4226333333334","","",""
"17","4/18/12 5:50 PM","19.1465","22.66083333333333","545.0971666666666","533.4163333333335","441.6372333333333","","",""
"18","4/18/12 6:50 PM","16.9765","16.63983333333333","267.0311666666667","227.0893333333332","211.1608","","",""
"19","4/18/12 7:50 PM","15.23133333333333","12.344","41.649","41.55466666666667","32.01930000000002","","",""
"20","4/18/12 8:50 PM","13.597","8.918166666666666","1.284833333333333","1.367","1.834533333333334","","",""
"21","4/18/12 9:40 PM","13.977","10.4682","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
"2","0","0","0","0","0","0","","",""
"3","0","0","0","0","0","0","","",""
"4","4/19/12 4:50 AM","12.91833333333333","9.8825","0","0","0","","",""
"5","4/19/12 5:50 AM","12.72866666666667","9.516666666666667","0","0","0","","",""
"6","4/19/12 6:50 AM","12.31566666666667","8.872","0","0","0.004916666666666666","","",""
"7","4/19/12 7:50 AM","13.5225","11.562","8.896500000000001","9.510166666666665","5.620349999999998","","",""
"8","4/19/12 8:50 AM","15.58783333333333","17.80933333333333","71.32716666666666","70.84483333333334","56.31293333333334","","",""
"9","4/19/12 9:50 AM","18.46666666666667","32.81133333333334","273.5119999999999","288.491","233.0774833333334","","",""
"10","4/19/12 10:50 AM","19.02883333333333","30.10566666666667","593.4513333333332","662.8476666666667","524.4414833333334","","",""
"11","4/19/12 11:50 AM","21.56716666666667","44.09333333333333","414.9738333333335","393.9353333333334","336.1979666666668","","",""
"12","4/19/12 12:50 PM","20.89016666666667","32.91","854.5243333333333","875.2906666666665","702.3903499999997","","",""
"13","4/19/12 1:50 PM","20.67833333333333","31.75383333333333","403.8086666666667","395.9616666666669","358.5329333333333","","",""
"14","4/19/12 2:50 PM","17.97783333333334","21.81633333333333","416.4011666666667","400.5878333333333","375.4147166666666","","",""
"15","4/19/12 3:50 PM","16.84033333333333","16.49666666666667","136.4595","134.7875","126.6956333333333","","",""
"16","4/19/12 4:50 PM","16.88033333333333","17.2475","145.1575","144.4156666666667","134.1829166666666","","",""
"17","4/19/12 5:50 PM","16.99816666666667","19.29650000000001","174.9886666666667","171.725","160.7099999999999","","",""
"18","4/19/12 6:50 PM","15.84666666666667","15.56816666666667","119.683","117.6321666666666","107.4374","","",""
"19","4/19/12 7:50 PM","15.1695","13.21533333333333","26.32516666666668","26.163","21.13641666666667","","",""
"20","4/19/12 8:50 PM","14.73216666666667","12.8325","1.392333333333333","1.494666666666667","1.254400000000001","","",""
"21","4/19/12 9:40 PM","14.7362","12.3212","0","0","0","","",""
"22","0","0","0","0","0","0","","",""
"23","0","0","0","0","0","0","","",""
"24","0","0","0","0","0","0","","",""
"1","0","0","0","0","0","0","","",""
